px,all
1.0000,0.0670
1.0000,0.0670
1.0000,0.0670
1.0000,0.0670
1.0000,0.0670
1.0000,0.0671
1.0000,0.0671
1.0000,0.0671
1.0000,0.0671
1.0000,0.0671
1.0000,0.0671
1.0000,0.0672
1.0000,0.0672
1.0000,0.0672
1.0000,0.0672
1.0000,0.0672
1.0000,0.0673
1.0000,0.0673
1.0000,0.0673
1.0000,0.0673
1.0000,0.0673
1.0000,0.0673
1.0000,0.0674
1.0000,0.0674
1.0000,0.0674
1.0000,0.0674
1.0000,0.0674
1.0000,0.0675
1.0000,0.0675
1.0000,0.0675
1.0000,0.0675
1.0000,0.0675
1.0000,0.0675
1.0000,0.0676
1.0000,0.0676
1.0000,0.0676
1.0000,0.0676
1.0000,0.0676
1.0000,0.0677
1.0000,0.0677
1.0000,0.0677
1.0000,0.0677
1.0000,0.0677
1.0000,0.0677
1.0000,0.0678
1.0000,0.0678
1.0000,0.0678
1.0000,0.0678
1.0000,0.0678
1.0000,0.0679
1.0000,0.0679
1.0000,0.0679
1.0000,0.0679
1.0000,0.0679
1.0000,0.0679
1.0000,0.0680
1.0000,0.0680
1.0000,0.0680
1.0000,0.0680
1.0000,0.0680
1.0000,0.0681
1.0000,0.0681
1.0000,0.0681
1.0000,0.0681
1.0000,0.0681
1.0000,0.0682
1.0000,0.0682
1.0000,0.0682
1.0000,0.0682
1.0000,0.0682
1.0000,0.0682
1.0000,0.0683
1.0000,0.0683
1.0000,0.0683
1.0000,0.0683
1.0000,0.0683
1.0000,0.0684
1.0000,0.0684
1.0000,0.0684
1.0000,0.0684
1.0000,0.0684
1.0000,0.0684
1.0000,0.0685
1.0000,0.0685
1.0000,0.0685
1.0000,0.0685
1.0000,0.0685
1.0000,0.0686
1.0000,0.0686
1.0000,0.0686
1.0000,0.0686
1.0000,0.0686
1.0000,0.0687
1.0000,0.0687
1.0000,0.0687
1.0000,0.0687
1.0000,0.0687
1.0000,0.0687
1.0000,0.0688
1.0000,0.0688
1.0000,0.0688
1.0000,0.0688
1.0000,0.0688
1.0000,0.0689
1.0000,0.0689
1.0000,0.0689
1.0000,0.0689
1.0000,0.0689
1.0000,0.0690
1.0000,0.0690
1.0000,0.0690
1.0000,0.0690
1.0000,0.0690
1.0000,0.0691
1.0000,0.0691
1.0000,0.0691
1.0000,0.0691
1.0000,0.0691
1.0000,0.0691
1.0000,0.0692
1.0000,0.0692
1.0000,0.0692
1.0000,0.0692
1.0000,0.0692
1.0000,0.0693
1.0000,0.0693
1.0000,0.0693
1.0000,0.0693
1.0000,0.0693
1.0000,0.0694
1.0000,0.0694
1.0000,0.0694
1.0000,0.0694
1.0000,0.0694
1.0000,0.0695
1.0000,0.0695
1.0000,0.0695
1.0000,0.0695
1.0000,0.0695
1.0000,0.0695
1.0000,0.0696
1.0000,0.0696
1.0000,0.0696
1.0000,0.0696
1.0000,0.0696
1.0000,0.0697
1.0000,0.0697
1.0000,0.0697
1.0000,0.0697
1.0000,0.0697
1.0000,0.0698
1.0000,0.0698
1.0000,0.0698
1.0000,0.0698
1.0000,0.0698
1.0000,0.0699
1.0000,0.0699
1.0000,0.0699
1.0000,0.0699
1.0000,0.0699
1.0000,0.0700
1.0000,0.0700
1.0000,0.0700
1.0000,0.0700
1.0000,0.0700
1.0000,0.0701
1.0000,0.0701
1.0000,0.0701
1.0000,0.0701
1.0000,0.0701
1.0000,0.0702
1.0000,0.0702
1.0000,0.0702
1.0000,0.0702
1.0000,0.0702
1.0000,0.0702
1.0000,0.0703
1.0000,0.0703
1.0000,0.0703
1.0000,0.0703
1.0000,0.0703
1.0000,0.0704
1.0000,0.0704
1.0000,0.0704
1.0000,0.0704
1.0000,0.0704
1.0000,0.0705
1.0000,0.0705
1.0000,0.0705
1.0000,0.0705
1.0000,0.0705
1.0000,0.0706
1.0000,0.0706
1.0000,0.0706
1.0000,0.0706
1.0000,0.0706
1.0000,0.0707
1.0000,0.0707
1.0000,0.0707
1.0000,0.0707
1.0000,0.0707
1.0000,0.0708
1.0000,0.0708
1.0000,0.0708
1.0000,0.0708
1.0000,0.0708
1.0000,0.0709
1.0000,0.0709
1.0000,0.0709
1.0000,0.0709
1.0000,0.0709
1.0000,0.0710
1.0000,0.0710
1.0000,0.0710
1.0000,0.0710
1.0000,0.0710
1.0000,0.0711
1.0000,0.0711
1.0000,0.0711
1.0000,0.0711
1.0000,0.0711
0.9960,0.0709
0.9960,0.0709
0.9960,0.0709
0.9960,0.0709
0.9960,0.0710
0.9960,0.0710
0.9960,0.0710
0.9960,0.0710
0.9960,0.0710
0.9960,0.0711
0.9960,0.0711
0.9960,0.0711
0.9960,0.0711
0.9960,0.0711
0.9960,0.0712
0.9960,0.0712
0.9960,0.0712
0.9960,0.0712
0.9960,0.0712
0.9960,0.0713
0.9960,0.0713
0.9960,0.0713
0.9960,0.0713
0.9960,0.0713
0.9960,0.0714
0.9960,0.0714
0.9960,0.0714
0.9960,0.0714
0.9960,0.0714
0.9960,0.0715
0.9960,0.0715
0.9960,0.0715
0.9960,0.0715
0.9960,0.0716
0.9960,0.0716
0.9960,0.0716
0.9960,0.0716
0.9960,0.0716
0.9960,0.0717
0.9960,0.0717
0.9960,0.0717
0.9960,0.0717
0.9960,0.0717
0.9960,0.0718
0.9960,0.0718
0.9960,0.0718
0.9960,0.0718
0.9960,0.0718
0.9960,0.0719
0.9960,0.0719
0.9960,0.0719
0.9960,0.0719
0.9960,0.0719
0.9960,0.0720
0.9960,0.0720
0.9960,0.0720
0.9960,0.0720
0.9960,0.0720
0.9960,0.0721
0.9960,0.0721
0.9960,0.0721
0.9960,0.0721
0.9960,0.0722
0.9960,0.0722
0.9960,0.0722
0.9960,0.0722
0.9960,0.0722
0.9960,0.0723
0.9960,0.0723
0.9960,0.0723
0.9960,0.0723
0.9960,0.0723
0.9960,0.0724
0.9960,0.0724
0.9960,0.0724
0.9960,0.0724
0.9960,0.0724
0.9960,0.0725
0.9960,0.0725
0.9960,0.0725
0.9960,0.0725
0.9960,0.0726
0.9960,0.0726
0.9960,0.0726
0.9960,0.0726
0.9960,0.0727
0.9960,0.0727
0.9960,0.0727
0.9960,0.0727
0.9960,0.0727
0.9960,0.0728
0.9960,0.0728
0.9960,0.0728
0.9960,0.0728
0.9960,0.0728
0.9960,0.0729
0.9960,0.0729
0.9960,0.0729
0.9960,0.0729
0.9960,0.0730
0.9960,0.0730
0.9960,0.0730
0.9960,0.0730
0.9960,0.0730
0.9960,0.0731
0.9960,0.0731
0.9960,0.0731
0.9960,0.0731
0.9960,0.0731
0.9960,0.0732
0.9960,0.0732
0.9960,0.0732
0.9960,0.0732
0.9960,0.0732
0.9960,0.0733
0.9960,0.0733
0.9960,0.0733
0.9960,0.0733
0.9960,0.0734
0.9960,0.0734
0.9960,0.0734
0.9960,0.0734
0.9960,0.0734
0.9960,0.0735
0.9960,0.0735
0.9960,0.0735
0.9960,0.0735
0.9960,0.0736
0.9960,0.0736
0.9960,0.0736
0.9960,0.0736
0.9960,0.0736
0.9960,0.0737
0.9960,0.0737
0.9960,0.0737
0.9960,0.0737
0.9960,0.0737
0.9960,0.0738
0.9960,0.0738
0.9960,0.0738
0.9960,0.0738
0.9960,0.0739
0.9960,0.0739
0.9960,0.0739
0.9960,0.0739
0.9960,0.0739
0.9960,0.0740
0.9960,0.0740
0.9960,0.0740
0.9960,0.0740
0.9960,0.0741
0.9960,0.0741
0.9960,0.0741
0.9960,0.0741
0.9960,0.0741
0.9960,0.0742
0.9960,0.0742
0.9960,0.0742
0.9960,0.0742
0.9960,0.0743
0.9960,0.0743
0.9960,0.0743
0.9960,0.0743
0.9960,0.0743
0.9960,0.0744
0.9960,0.0744
0.9960,0.0744
0.9960,0.0744
0.9960,0.0744
0.9960,0.0745
0.9960,0.0745
0.9960,0.0745
0.9960,0.0745
0.9960,0.0746
0.9960,0.0746
0.9960,0.0746
0.9960,0.0746
0.9960,0.0746
0.9960,0.0747
0.9960,0.0747
0.9960,0.0747
0.9960,0.0747
0.9960,0.0748
0.9960,0.0748
0.9960,0.0748
0.9960,0.0748
0.9960,0.0749
0.9960,0.0749
0.9960,0.0749
0.9960,0.0749
0.9960,0.0749
0.9960,0.0750
0.9960,0.0750
0.9960,0.0750
0.9960,0.0750
0.9960,0.0751
0.9960,0.0751
0.9960,0.0751
0.9960,0.0751
0.9920,0.0748
0.9920,0.0749
0.9920,0.0749
0.9920,0.0749
0.9920,0.0749
0.9920,0.0750
0.9920,0.0750
0.9920,0.0750
0.9920,0.0750
0.9920,0.0750
0.9920,0.0751
0.9920,0.0751
0.9920,0.0751
0.9920,0.0751
0.9920,0.0752
0.9920,0.0752
0.9920,0.0752
0.9920,0.0752
0.9920,0.0752
0.9920,0.0753
0.9920,0.0753
0.9920,0.0753
0.9880,0.0750
0.9880,0.0751
0.9880,0.0751
0.9880,0.0751
0.9880,0.0751
0.9880,0.0752
0.9880,0.0752
0.9880,0.0752
0.9880,0.0752
0.9880,0.0752
0.9880,0.0753
0.9880,0.0753
0.9880,0.0753
0.9880,0.0753
0.9880,0.0754
0.9880,0.0754
0.9880,0.0754
0.9880,0.0754
0.9880,0.0754
0.9880,0.0755
0.9880,0.0755
0.9880,0.0755
0.9880,0.0755
0.9880,0.0756
0.9880,0.0756
0.9880,0.0756
0.9880,0.0756
0.9880,0.0757
0.9880,0.0757
0.9880,0.0757
0.9880,0.0757
0.9880,0.0757
0.9880,0.0758
0.9880,0.0758
0.9880,0.0758
0.9880,0.0758
0.9880,0.0759
0.9880,0.0759
0.9880,0.0759
0.9880,0.0759
0.9880,0.0760
0.9880,0.0760
0.9880,0.0760
0.9880,0.0760
0.9880,0.0761
0.9880,0.0761
0.9880,0.0761
0.9880,0.0761
0.9880,0.0761
0.9880,0.0762
0.9880,0.0762
0.9880,0.0762
0.9880,0.0762
0.9880,0.0763
0.9880,0.0763
0.9880,0.0763
0.9880,0.0763
0.9880,0.0764
0.9880,0.0764
0.9880,0.0764
0.9880,0.0764
0.9880,0.0764
0.9880,0.0765
0.9880,0.0765
0.9880,0.0765
0.9880,0.0765
0.9880,0.0766
0.9880,0.0766
0.9880,0.0766
0.9880,0.0766
0.9880,0.0767
0.9880,0.0767
0.9880,0.0767
0.9880,0.0767
0.9880,0.0768
0.9880,0.0768
0.9880,0.0768
0.9880,0.0768
0.9880,0.0769
0.9880,0.0769
0.9880,0.0769
0.9880,0.0769
0.9880,0.0769
0.9880,0.0770
0.9880,0.0770
0.9880,0.0770
0.9880,0.0770
0.9880,0.0771
0.9880,0.0771
0.9880,0.0771
0.9880,0.0771
0.9880,0.0772
0.9880,0.0772
0.9880,0.0772
0.9880,0.0772
0.9880,0.0773
0.9880,0.0773
0.9880,0.0773
0.9880,0.0773
0.9880,0.0774
0.9880,0.0774
0.9880,0.0774
0.9880,0.0774
0.9880,0.0775
0.9880,0.0775
0.9880,0.0775
0.9880,0.0775
0.9880,0.0775
0.9880,0.0776
0.9880,0.0776
0.9880,0.0776
0.9880,0.0776
0.9880,0.0777
0.9880,0.0777
0.9880,0.0777
0.9880,0.0777
0.9880,0.0778
0.9880,0.0778
0.9880,0.0778
0.9880,0.0778
0.9880,0.0779
0.9880,0.0779
0.9880,0.0779
0.9880,0.0779
0.9880,0.0780
0.9880,0.0780
0.9880,0.0780
0.9880,0.0780
0.9880,0.0781
0.9880,0.0781
0.9880,0.0781
0.9880,0.0781
0.9880,0.0782
0.9880,0.0782
0.9880,0.0782
0.9880,0.0782
0.9880,0.0783
0.9880,0.0783
0.9880,0.0783
0.9880,0.0783
0.9880,0.0784
0.9880,0.0784
0.9880,0.0784
0.9880,0.0784
0.9880,0.0785
0.9880,0.0785
0.9880,0.0785
0.9880,0.0785
0.9880,0.0786
0.9880,0.0786
0.9880,0.0786
0.9880,0.0786
0.9880,0.0787
0.9880,0.0787
0.9880,0.0787
0.9880,0.0787
0.9880,0.0788
0.9880,0.0788
0.9880,0.0788
0.9880,0.0788
0.9880,0.0789
0.9880,0.0789
0.9880,0.0789
0.9880,0.0789
0.9880,0.0790
0.9880,0.0790
0.9880,0.0790
0.9880,0.0790
0.9880,0.0791
0.9880,0.0791
0.9880,0.0791
0.9880,0.0791
0.9880,0.0792
0.9880,0.0792
0.9880,0.0792
0.9880,0.0792
0.9880,0.0793
0.9880,0.0793
0.9880,0.0793
0.9880,0.0793
0.9880,0.0794
0.9880,0.0794
0.9880,0.0794
0.9880,0.0794
0.9880,0.0795
0.9880,0.0795
0.9880,0.0795
0.9880,0.0795
0.9880,0.0796
0.9880,0.0796
0.9880,0.0796
0.9880,0.0796
0.9880,0.0797
0.9880,0.0797
0.9880,0.0797
0.9880,0.0797
0.9880,0.0798
0.9880,0.0798
0.9880,0.0798
0.9880,0.0798
0.9880,0.0799
0.9880,0.0799
0.9880,0.0799
0.9880,0.0799
0.9880,0.0800
0.9880,0.0800
0.9880,0.0800
0.9880,0.0801
0.9880,0.0801
0.9880,0.0801
0.9880,0.0801
0.9880,0.0802
0.9880,0.0802
0.9880,0.0802
0.9880,0.0802
0.9880,0.0803
0.9880,0.0803
0.9880,0.0803
0.9880,0.0803
0.9880,0.0804
0.9880,0.0804
0.9880,0.0804
0.9880,0.0804
0.9880,0.0805
0.9880,0.0805
0.9880,0.0805
0.9880,0.0805
0.9880,0.0806
0.9880,0.0806
0.9880,0.0806
0.9880,0.0807
0.9880,0.0807
0.9880,0.0807
0.9880,0.0807
0.9880,0.0808
0.9880,0.0808
0.9880,0.0808
0.9880,0.0808
0.9880,0.0809
0.9880,0.0809
0.9880,0.0809
0.9880,0.0809
0.9880,0.0810
0.9880,0.0810
0.9880,0.0810
0.9880,0.0810
0.9880,0.0811
0.9880,0.0811
0.9880,0.0811
0.9880,0.0812
0.9880,0.0812
0.9880,0.0812
0.9880,0.0812
0.9880,0.0813
0.9880,0.0813
0.9880,0.0813
0.9880,0.0813
0.9880,0.0814
0.9880,0.0814
0.9880,0.0814
0.9880,0.0814
0.9880,0.0815
0.9880,0.0815
0.9880,0.0815
0.9880,0.0816
0.9880,0.0816
0.9880,0.0816
0.9880,0.0816
0.9880,0.0817
0.9880,0.0817
0.9880,0.0817
0.9880,0.0817
0.9880,0.0818
0.9880,0.0818
0.9880,0.0818
0.9880,0.0818
0.9880,0.0819
0.9880,0.0819
0.9880,0.0819
0.9880,0.0820
0.9880,0.0820
0.9880,0.0820
0.9880,0.0820
0.9880,0.0821
0.9880,0.0821
0.9880,0.0821
0.9880,0.0821
0.9880,0.0822
0.9880,0.0822
0.9880,0.0822
0.9880,0.0823
0.9880,0.0823
0.9880,0.0823
0.9880,0.0823
0.9880,0.0824
0.9880,0.0824
0.9880,0.0824
0.9880,0.0824
0.9880,0.0825
0.9880,0.0825
0.9880,0.0825
0.9880,0.0826
0.9880,0.0826
0.9880,0.0826
0.9880,0.0826
0.9880,0.0827
0.9880,0.0827
0.9880,0.0827
0.9880,0.0827
0.9880,0.0828
0.9880,0.0828
0.9880,0.0828
0.9880,0.0829
0.9880,0.0829
0.9880,0.0829
0.9880,0.0829
0.9880,0.0830
0.9880,0.0830
0.9880,0.0830
0.9880,0.0831
0.9880,0.0831
0.9880,0.0831
0.9880,0.0831
0.9880,0.0832
0.9880,0.0832
0.9880,0.0832
0.9880,0.0832
0.9880,0.0833
0.9880,0.0833
0.9880,0.0833
0.9880,0.0834
0.9880,0.0834
0.9880,0.0834
0.9880,0.0834
0.9880,0.0835
0.9880,0.0835
0.9880,0.0835
0.9880,0.0836
0.9880,0.0836
0.9880,0.0836
0.9880,0.0836
0.9880,0.0837
0.9880,0.0837
0.9880,0.0837
0.9880,0.0838
0.9880,0.0838
0.9880,0.0838
0.9880,0.0838
0.9880,0.0839
0.9880,0.0839
0.9880,0.0839
0.9880,0.0840
0.9880,0.0840
0.9880,0.0840
0.9880,0.0840
0.9880,0.0841
0.9880,0.0841
0.9880,0.0841
0.9880,0.0842
0.9880,0.0842
0.9880,0.0842
0.9880,0.0842
0.9880,0.0843
0.9880,0.0843
0.9880,0.0843
0.9880,0.0844
0.9880,0.0844
0.9880,0.0844
0.9880,0.0844
0.9880,0.0845
0.9880,0.0845
0.9880,0.0845
0.9880,0.0846
0.9880,0.0846
0.9880,0.0846
0.9880,0.0846
0.9880,0.0847
0.9880,0.0847
0.9880,0.0847
0.9880,0.0848
0.9880,0.0848
0.9880,0.0848
0.9880,0.0848
0.9880,0.0849
0.9880,0.0849
0.9880,0.0849
0.9880,0.0850
0.9880,0.0850
0.9880,0.0850
0.9880,0.0851
0.9880,0.0851
0.9880,0.0851
0.9880,0.0852
0.9880,0.0852
0.9880,0.0852
0.9880,0.0853
0.9880,0.0853
0.9880,0.0853
0.9880,0.0853
0.9880,0.0854
0.9880,0.0854
0.9880,0.0854
0.9880,0.0855
0.9880,0.0855
0.9880,0.0855
0.9880,0.0855
0.9880,0.0856
0.9880,0.0856
0.9880,0.0856
0.9880,0.0857
0.9880,0.0857
0.9880,0.0857
0.9880,0.0858
0.9880,0.0858
0.9880,0.0858
0.9880,0.0858
0.9880,0.0859
0.9880,0.0859
0.9880,0.0859
0.9880,0.0860
0.9880,0.0860
0.9880,0.0860
0.9880,0.0861
0.9880,0.0861
0.9880,0.0861
0.9880,0.0861
0.9880,0.0862
0.9880,0.0862
0.9880,0.0862
0.9880,0.0863
0.9880,0.0863
0.9880,0.0863
0.9880,0.0864
0.9880,0.0864
0.9880,0.0864
0.9880,0.0864
0.9880,0.0865
0.9880,0.0865
0.9880,0.0865
0.9880,0.0866
0.9880,0.0866
0.9880,0.0866
0.9880,0.0867
0.9880,0.0867
0.9880,0.0867
0.9880,0.0867
0.9880,0.0868
0.9880,0.0868
0.9880,0.0868
0.9880,0.0869
0.9880,0.0869
0.9880,0.0869
0.9880,0.0870
0.9880,0.0870
0.9880,0.0870
0.9880,0.0870
0.9880,0.0871
0.9880,0.0871
0.9880,0.0871
0.9880,0.0872
0.9880,0.0872
0.9880,0.0872
0.9880,0.0873
0.9880,0.0873
0.9880,0.0873
0.9880,0.0874
0.9880,0.0874
0.9880,0.0874
0.9880,0.0874
0.9880,0.0875
0.9880,0.0875
0.9880,0.0875
0.9880,0.0876
0.9880,0.0876
0.9880,0.0876
0.9880,0.0877
0.9880,0.0877
0.9880,0.0877
0.9880,0.0878
0.9880,0.0878
0.9880,0.0878
0.9880,0.0878
0.9880,0.0879
0.9880,0.0879
0.9880,0.0879
0.9880,0.0880
0.9880,0.0880
0.9880,0.0880
0.9880,0.0881
0.9880,0.0881
0.9880,0.0881
0.9880,0.0882
0.9880,0.0882
0.9880,0.0882
0.9880,0.0883
0.9880,0.0883
0.9880,0.0883
0.9880,0.0884
0.9880,0.0884
0.9880,0.0884
0.9880,0.0884
0.9880,0.0885
0.9880,0.0885
0.9880,0.0885
0.9880,0.0886
0.9880,0.0886
0.9880,0.0886
0.9880,0.0887
0.9880,0.0887
0.9880,0.0887
0.9880,0.0888
0.9880,0.0888
0.9880,0.0888
0.9880,0.0889
0.9880,0.0889
0.9880,0.0889
0.9880,0.0890
0.9880,0.0890
0.9880,0.0890
0.9880,0.0890
0.9880,0.0891
0.9880,0.0891
0.9880,0.0891
0.9880,0.0892
0.9880,0.0892
0.9880,0.0892
0.9880,0.0893
0.9880,0.0893
0.9880,0.0893
0.9880,0.0894
0.9880,0.0894
0.9880,0.0894
0.9880,0.0895
0.9880,0.0895
0.9880,0.0895
0.9880,0.0896
0.9880,0.0896
0.9880,0.0896
0.9880,0.0897
0.9880,0.0897
0.9880,0.0897
0.9880,0.0898
0.9880,0.0898
0.9880,0.0898
0.9880,0.0899
0.9880,0.0899
0.9880,0.0899
0.9880,0.0900
0.9880,0.0900
0.9880,0.0900
0.9880,0.0901
0.9880,0.0901
0.9880,0.0901
0.9880,0.0901
0.9880,0.0902
0.9880,0.0902
0.9880,0.0902
0.9880,0.0903
0.9880,0.0903
0.9880,0.0903
0.9880,0.0904
0.9880,0.0904
0.9880,0.0904
0.9880,0.0905
0.9880,0.0905
0.9880,0.0905
0.9880,0.0906
0.9880,0.0906
0.9880,0.0906
0.9880,0.0907
0.9880,0.0907
0.9880,0.0907
0.9880,0.0908
0.9880,0.0908
0.9880,0.0908
0.9880,0.0909
0.9880,0.0909
0.9880,0.0909
0.9880,0.0910
0.9880,0.0910
0.9880,0.0910
0.9880,0.0911
0.9880,0.0911
0.9880,0.0911
0.9880,0.0912
0.9880,0.0912
0.9880,0.0912
0.9880,0.0913
0.9880,0.0913
0.9880,0.0913
0.9880,0.0914
0.9880,0.0914
0.9880,0.0914
0.9880,0.0915
0.9880,0.0915
0.9880,0.0915
0.9880,0.0916
0.9880,0.0916
0.9880,0.0916
0.9880,0.0917
0.9880,0.0917
0.9880,0.0917
0.9880,0.0918
0.9880,0.0918
0.9880,0.0919
0.9880,0.0919
0.9880,0.0919
0.9880,0.0920
0.9880,0.0920
0.9880,0.0920
0.9880,0.0921
0.9880,0.0921
0.9880,0.0921
0.9880,0.0922
0.9880,0.0922
0.9880,0.0922
0.9880,0.0923
0.9880,0.0923
0.9880,0.0923
0.9880,0.0924
0.9880,0.0924
0.9880,0.0924
0.9880,0.0925
0.9880,0.0925
0.9880,0.0925
0.9880,0.0926
0.9880,0.0926
0.9880,0.0926
0.9880,0.0927
0.9880,0.0927
0.9880,0.0927
0.9880,0.0928
0.9880,0.0928
0.9880,0.0928
0.9880,0.0929
0.9880,0.0929
0.9880,0.0930
0.9880,0.0930
0.9880,0.0930
0.9880,0.0931
0.9880,0.0931
0.9880,0.0931
0.9880,0.0932
0.9880,0.0932
0.9880,0.0932
0.9880,0.0933
0.9880,0.0933
0.9880,0.0933
0.9880,0.0934
0.9880,0.0934
0.9880,0.0934
0.9880,0.0935
0.9880,0.0935
0.9880,0.0935
0.9880,0.0936
0.9880,0.0936
0.9880,0.0937
0.9880,0.0937
0.9880,0.0937
0.9880,0.0938
0.9880,0.0938
0.9880,0.0938
0.9880,0.0939
0.9880,0.0939
0.9880,0.0939
0.9880,0.0940
0.9880,0.0940
0.9880,0.0940
0.9880,0.0941
0.9880,0.0941
0.9880,0.0942
0.9880,0.0942
0.9880,0.0942
0.9880,0.0943
0.9880,0.0943
0.9880,0.0943
0.9880,0.0944
0.9880,0.0944
0.9880,0.0944
0.9880,0.0945
0.9880,0.0945
0.9880,0.0945
0.9880,0.0946
0.9880,0.0946
0.9880,0.0947
0.9880,0.0947
0.9880,0.0947
0.9880,0.0948
0.9880,0.0948
0.9880,0.0948
0.9880,0.0949
0.9880,0.0949
0.9880,0.0949
0.9880,0.0950
0.9880,0.0950
0.9880,0.0951
0.9880,0.0951
0.9880,0.0951
0.9880,0.0952
0.9880,0.0952
0.9880,0.0952
0.9880,0.0953
0.9880,0.0953
0.9880,0.0953
0.9880,0.0954
0.9880,0.0954
0.9880,0.0955
0.9880,0.0955
0.9880,0.0955
0.9880,0.0956
0.9880,0.0956
0.9880,0.0956
0.9880,0.0957
0.9880,0.0957
0.9880,0.0958
0.9880,0.0958
0.9880,0.0958
0.9880,0.0959
0.9880,0.0959
0.9880,0.0959
0.9880,0.0960
0.9880,0.0960
0.9880,0.0960
0.9880,0.0961
0.9880,0.0961
0.9880,0.0962
0.9880,0.0962
0.9880,0.0962
0.9880,0.0963
0.9880,0.0963
0.9880,0.0963
0.9880,0.0964
0.9880,0.0964
0.9880,0.0965
0.9880,0.0965
0.9880,0.0965
0.9880,0.0966
0.9880,0.0966
0.9880,0.0966
0.9880,0.0967
0.9880,0.0967
0.9880,0.0968
0.9880,0.0968
0.9880,0.0968
0.9880,0.0969
0.9880,0.0969
0.9880,0.0970
0.9880,0.0970
0.9880,0.0970
0.9880,0.0971
0.9880,0.0971
0.9880,0.0971
0.9880,0.0972
0.9880,0.0972
0.9880,0.0973
0.9880,0.0973
0.9880,0.0973
0.9880,0.0974
0.9880,0.0974
0.9880,0.0974
0.9880,0.0975
0.9880,0.0975
0.9880,0.0976
0.9880,0.0976
0.9880,0.0976
0.9880,0.0977
0.9880,0.0977
0.9880,0.0978
0.9880,0.0978
0.9880,0.0978
0.9880,0.0979
0.9880,0.0979
0.9880,0.0979
0.9880,0.0980
0.9880,0.0980
0.9880,0.0981
0.9880,0.0981
0.9880,0.0981
0.9880,0.0982
0.9880,0.0982
0.9880,0.0983
0.9880,0.0983
